Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Protocol (v13),Page Domain (v14),Page Path (v15),Page Query String (v16),Page Fragment (v17),Procore ID (v35),Procore User Type (v36),Form ID (v50),Form View (event46)
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:41:50.343-07:00,9703854358,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-gb/platform,procorestaging,200,stg.procore.com|GB|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Form Viewed Event,2019-08-05T17:41:54.689-07:00,7931644132,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/platform,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procorestaging,200,stg.procore.com|GB|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Form Viewed Event,2019-08-05T17:41:58.810-07:00,1979041351,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:42:01.846-07:00,6673935710,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:42:10.875-07:00,9929636355,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-gb/project-management/bidding,procorestaging,200,stg.procore.com|GB|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Form Viewed Event,2019-08-05T17:42:15.206-07:00,3654103141,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/project-management/bidding,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/projects,procorestaging,200,stg.procore.com|GB|Resource|Projects,Resource|Projects,stg.procore.com,Form Viewed Event,2019-08-05T17:42:17.746-07:00,7726315912,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/projects,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/en-gb/roadshow,procorestaging,200,stg.procore.com|GB|Event|Roadshow,Event|Roadshow,stg.procore.com,Form Viewed Event,2019-08-05T17:42:25.363-07:00,1298446490,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/roadshow,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:42:29.151-07:00,1520804968,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-gb/safety-qualified,procorestaging,200,stg.procore.com|GB|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Form Viewed Event,2019-08-05T17:42:33.554-07:00,9177204969,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/safety-qualified,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:42:39.175-07:00,5777059693,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/en-gb/workshops,procorestaging,200,stg.procore.com|GB|Event|Workshops,Event|Workshops,stg.procore.com,Form Viewed Event,2019-08-05T17:42:48.325-07:00,6081816408,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/en-gb/workshops,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/events?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|US|Event|Industry Events,Event|Industry Events,stg.procore.com,Form Viewed Event,2019-08-05T17:42:52.311-07:00,9778519009,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/events,?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/field-productivity,procorestaging,200,stg.procore.com|US|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Form Viewed Event,2019-08-05T17:42:54.318-07:00,7055707562,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/field-productivity,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/field-productivity/crews,procorestaging,200,stg.procore.com|US|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Form Viewed Event,2019-08-05T17:42:56.610-07:00,8904345322,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/field-productivity/crews,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/field-productivity/timesheets,procorestaging,200,stg.procore.com|US|Product|Field Productivity|Timesheets,Product|Field Productivity|Timesheets,stg.procore.com,Form Viewed Event,2019-08-05T17:42:58.873-07:00,2814741377,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/field-productivity/timesheets,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:43:08.193-07:00,3040149549,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
https://stg.procore.com/partners,procorestaging,200,stg.procore.com|US|Resource|Partners,Resource|Partners,stg.procore.com,Form Viewed Event,2019-08-05T17:43:23.351-07:00,6018953760,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/partners,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/platform,procorestaging,200,stg.procore.com|US|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Form Viewed Event,2019-08-05T17:43:26.866-07:00,4971338939,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/platform,,,testid-1234567890,Customer/Collaborator,1295,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Form Viewed Event,2019-08-05T17:43:36.30-07:00,3314053316,62479535618886895422240139576241655101,1905709993.1565051416,https:,stg.procore.com,/demo,,,testid-1234567890,Customer/Collaborator,4876,1
